SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,May-31-2023,Single Family Residential,2821 Rebeiro Ave,Santa Clara,CA,95051,2510000,3,3,SANTA CLARA,2067,6321,2011,,1214,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2821-Rebeiro-Ave-95051/home/737792,MLSListings,ML81925962,N,Y,37.333948,-121.9757709
PAST SALE,September-23-2022,Single Family Residential,3500 Butcher Dr,Santa Clara,CA,95051,1920000,3,2,SANTA CLARA,1488,6320,1974,,1290,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3500-Butcher-Dr-95051/home/1645584,MLSListings,ML81904128,N,Y,37.3426567,-121.9922525
PAST SALE,December-17-2021,Single Family Residential,958 Leith Ave,Santa Clara,CA,95054,1500000,3,2,SANTA CLARA,1506,6713,1962,,996,,Sold,,,https://www.redfin.com/CA/Santa-Clara/958-Leith-Ave-95054/home/2120188,MLSListings,ML81867743,N,Y,37.3884272,-121.9503551
PAST SALE,March-4-2022,Single Family Residential,3094 Via Siena Pl,Santa Clara,CA,95051,2400000,3,2.5,SANTA CLARA,1762,2502,2015,,1362,161,Sold,,,https://www.redfin.com/CA/Santa-Clara/3094-Via-Siena-Pl-95051/home/95957682,MLSListings,ML81876182,N,Y,37.3404003,-121.9814132
PAST SALE,May-23-2022,Single Family Residential,1654 Scott Blvd,Santa Clara,CA,95050,1630000,3,2,SANTA CLARA,1021,7475,1951,,1596,,Sold,,,https://www.redfin.com/CA/Santa-Clara/1654-Scott-Blvd-95050/home/1603731,MLSListings,ML81889020,N,Y,37.3539854,-121.9598645
PAST SALE,April-22-2022,Single Family Residential,4507 Billings Cir,Santa Clara,CA,95054,3330000,5,4,SANTA CLARA,2645,5792,2004,,1259,143,Sold,,,https://www.redfin.com/CA/Santa-Clara/4507-Billings-Cir-95054/home/1163207,MLSListings,ML81882934,N,Y,37.4007977,-121.9523877
PAST SALE,June-2-2023,Single Family Residential,1384 Maryann Dr,Santa Clara,CA,95050,1700000,3,2,SANTA CLARA,1614,6404,1959,,1053,,Sold,,,https://www.redfin.com/CA/Santa-Clara/1384-Maryann-Dr-95050/home/1470144,MLSListings,ML81929307,N,Y,37.3499825,-121.9681735
PAST SALE,February-14-2022,Single Family Residential,650 Kiely Blvd,Santa Clara,CA,95051,1870000,3,2,Mariposa Gardens,1254,7048,1955,,1491,,Sold,,,https://www.redfin.com/CA/Santa-Clara/650-Kiely-Blvd-95051/home/1381639,MetroList,221155895,N,Y,37.3343359,-121.9744825
PAST SALE,April-4-2022,Single Family Residential,33 Cook Pl,Santa Clara,CA,95050,2200000,3,2.5,SANTA CLARA,1784,2083,2013,,1233,171,Sold,,,https://www.redfin.com/CA/Santa-Clara/33-Cook-Pl-95050/home/28895754,MLSListings,ML81880862,N,Y,37.3260825,-121.9534658
PAST SALE,July-17-2023,Single Family Residential,687 Los Padres Blvd,Santa Clara,CA,95050,1362000,3,1.5,SANTA CLARA,1085,6257,1954,,1255,,Sold,,,https://www.redfin.com/CA/Santa-Clara/687-Los-Padres-Blvd-95050/home/1199349,MLSListings,ML81932391,N,Y,37.3396984,-121.9625306
PAST SALE,July-28-2022,Single Family Residential,2081 Rockhurst Ct,Santa Clara,CA,95051,1850000,3,2,SANTA CLARA,1302,6240,1957,,1421,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2081-Rockhurst-Ct-95051/home/1629355,MLSListings,ML81897679,N,Y,37.3608725,-121.9888764
PAST SALE,June-8-2023,Single Family Residential,2351 Susan Dr,Santa Clara,CA,95050,1760000,3,2,SANTA CLARA,1378,6935,1955,,1277,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2351-Susan-Dr-95050/home/732267,MLSListings,ML81927127,N,Y,37.3486904,-121.9663518
PAST SALE,February-9-2023,Single Family Residential,1192 Block Dr,Santa Clara,CA,95050,1410000,3,1.5,SANTA CLARA,1156,5658,1951,,1220,,Sold,,,https://www.redfin.com/CA/Santa-Clara/1192-Block-Dr-95050/home/734443,MLSListings,ML81917236,N,Y,37.3474784,-121.9642635
PAST SALE,March-30-2022,Single Family Residential,4706 Wilcox Ave,Santa Clara,CA,95054,1570000,3,2.5,SANTA CLARA,1599,2112,1998,,982,87,Sold,,,https://www.redfin.com/CA/Santa-Clara/4706-Wilcox-Ave-95054/home/1465628,MLSListings,ML81880656,N,Y,37.4000843,-121.9630919
PAST SALE,August-30-2023,Single Family Residential,3505 Notre Dame Dr,Santa Clara,CA,95051,2110000,3,2,SANTA CLARA,1569,9658,1957,,1345,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3505-Notre-Dame-Dr-95051/home/1532600,MLSListings,ML81934183,N,Y,37.3650399,-121.9933631
PAST SALE,August-25-2023,Single Family Residential,1958 Jackson St,Santa Clara,CA,95050,1275000,3,1,SANTA CLARA,985,5804,1954,,1294,,Sold,,,https://www.redfin.com/CA/Santa-Clara/1958-Jackson-St-95050/home/1629510,MLSListings,ML81936879,N,Y,37.3578464,-121.9523993
PAST SALE,August-18-2023,Single Family Residential,2630 Pepperwood Ln,Santa Clara,CA,95051,2700000,3,3,SANTA CLARA,2188,10033,1974,,1234,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2630-Pepperwood-Ln-95051/home/1382257,MLSListings,ML81932320,N,Y,37.3329137,-121.9689732
PAST SALE,July-11-2022,Single Family Residential,48 Linden Dr,Santa Clara,CA,95050,1320000,3,2,SANTA CLARA,1332,6000,1948,,991,,Sold,,,https://www.redfin.com/CA/Santa-Clara/48-Linden-Dr-95050/home/1189602,MLSListings,ML81893825,N,Y,37.3395789,-121.936445
PAST SALE,September-30-2021,Single Family Residential,349 Pineview Dr,Santa Clara,CA,95050,1525000,3,2,SANTA CLARA,1116,5852,1954,,1366,,Sold,,,https://www.redfin.com/CA/Santa-Clara/349-Pineview-Dr-95050/home/752407,MLSListings,ML81859840,N,Y,37.3321166,-121.9542656
PAST SALE,March-25-2022,Single Family Residential,1556 Warbler Ave,Sunnyvale,CA,94087,2920000,4,3,SUNNYVALE,1840,6700,1955,,1587,,Sold,,,https://www.redfin.com/CA/Sunnyvale/1556-Warbler-Ave-94087/home/829197,MLSListings,ML81878497,N,Y,37.3410335,-121.9978273
PAST SALE,February-9-2022,Single Family Residential,3533 Elmhurst Ave,Santa Clara,CA,95051,2400000,3,2,SANTA CLARA,1409,7073,1959,,1703,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3533-Elmhurst-Ave-95051/home/1630889,MLSListings,ML81873314,N,Y,37.3266947,-121.9934963
PAST SALE,August-8-2023,Single Family Residential,2809 Barcells Ave,Santa Clara,CA,95051,1800000,3,2,SANTA CLARA,1254,5128,1955,,1435,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2809-Barcells-Ave-95051/home/899556,MLSListings,ML81930382,N,Y,37.3369028,-121.9764374
PAST SALE,June-3-2022,Single Family Residential,1006 Live Oak Dr,Santa Clara,CA,95051,2250000,3,2,Santa Clara,1481,6900,1963,,1519,,Sold,,,https://www.redfin.com/CA/Santa-Clara/1006-Live-Oak-Dr-95051/home/1565943,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40990413,N,Y,37.344447,-121.9845007
PAST SALE,November-11-2021,Single Family Residential,2911 Monroe St,Santa Clara,CA,95051,1488000,3,2,Santa Clara,1095,5500,1958,,1359,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2911-Monroe-St-95051/home/1590423,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40969972,N,Y,37.363547,-121.9794362
PAST SALE,February-28-2022,Single Family Residential,1334 N Monroe St,San Jose,CA,95128,1675000,3,2,SAN JOSE,1172,7101,1948,,1429,,Sold,,,https://www.redfin.com/CA/San-Jose/1334-N-Monroe-St-95128/home/1612479,MLSListings,ML81875890,N,Y,37.3367699,-121.9432892
PAST SALE,May-11-2023,Single Family Residential,3366 Forbes Ave,Santa Clara,CA,95051,1951000,3,2,SANTA CLARA,1462,6641,1961,,1334,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3366-Forbes-Ave-95051/home/736557,MLSListings,ML81922962,N,Y,37.3349809,-121.9897427
PAST SALE,October-28-2021,Single Family Residential,984 Garrity Way,Santa Clara,CA,95054,2900000,5,4,SANTA CLARA,3113,4673,2003,,932,143,Sold,,,https://www.redfin.com/CA/Santa-Clara/984-Garrity-Way-95054/home/1042988,MLSListings,ML81863800,N,Y,37.3988474,-121.9510233
PAST SALE,November-10-2022,Single Family Residential,2174 Monterey Ave,Santa Clara,CA,95051,1415000,3,2,SANTA CLARA,1078,5094,1955,,1313,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2174-Monterey-Ave-95051/home/1180541,MLSListings,ML81908925,N,Y,37.3603427,-121.9845896
PAST SALE,October-1-2021,Single Family Residential,135 Brian Ln,Santa Clara,CA,95051,2201888,4,2,SANTA CLARA,1232,6444,1957,,1787,,Sold,,,https://www.redfin.com/CA/Santa-Clara/135-Brian-Ln-95051/home/742426,MLSListings,ML81859895,N,Y,37.3260735,-121.9854558
PAST SALE,June-29-2023,Single Family Residential,1982 Monroe St,Santa Clara,CA,95050,1050000,3,1,SANTA CLARA,985,5778,1954,,1066,,Sold,,,https://www.redfin.com/CA/Santa-Clara/1982-Monroe-St-95050/home/1543041,MLSListings,ML81930191,N,Y,37.3577134,-121.9534658
PAST SALE,March-3-2022,Single Family Residential,731 San Miguel Ave,Santa Clara,CA,95050,2300000,4,3,SANTA CLARA,1825,6161,1954,,1260,,Sold,,,https://www.redfin.com/CA/Santa-Clara/731-San-Miguel-Ave-95050/home/1614246,MLSListings,ML81875819,N,Y,37.3398468,-121.9645967
PAST SALE,April-20-2022,Single Family Residential,2620 Tuliptree Ln,Santa Clara,CA,95051,2910000,3,2,SANTA CLARA,2865,11740,1972,,1016,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2620-Tuliptree-Ln-95051/home/663304,MLSListings,ML81880190,N,Y,37.3302617,-121.9681735
PAST SALE,December-17-2021,Single Family Residential,2818 Steinhart Ct,Santa Clara,CA,95051,2320000,3,2,SANTA CLARA,1320,8320,1955,,1758,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2818-Steinhart-Ct-95051/home/800146,MLSListings,ML81869912,N,Y,37.3356097,-121.9766151
PAST SALE,October-12-2021,Single Family Residential,2421 Ramke Pl,Santa Clara,CA,95050,1851000,4,2,SANTA CLARA,1709,5818,1957,,1083,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2421-Ramke-Pl-95050/home/816349,MLSListings,ML81861214,N,Y,37.3369053,-121.9651965
PAST SALE,May-25-2022,Single Family Residential,1950 Larsen Pl,Santa Clara,CA,95051,1550000,4,2,SANTA CLARA,1361,6271,1960,,1139,,Sold,,,https://www.redfin.com/CA/Santa-Clara/1950-Larsen-Pl-95051/home/673383,MLSListings,ML81886979,N,Y,37.3585467,-121.9765262
PAST SALE,April-19-2022,Single Family Residential,2822 Forbes Ave,Santa Clara,CA,95051,2200000,4,2.5,SANTA CLARA,1749,9250,1960,,1258,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2822-Forbes-Ave-95051/home/882074,MLSListings,ML81882267,N,Y,37.3321125,-121.9755044
PAST SALE,July-5-2023,Single Family Residential,340 Crestview Dr,Santa Clara,CA,95050,1770000,3,2,SANTA CLARA,1264,7200,1956,,1400,,Sold,,,https://www.redfin.com/CA/Santa-Clara/340-Crestview-Dr-95050/home/771671,MLSListings,ML81932585,N,Y,37.3318369,-121.9538213
PAST SALE,August-25-2022,Single Family Residential,2272 Cabrillo Ave,Santa Clara,CA,95050,1760000,3,2,SANTA CLARA,1512,5239,1954,,1164,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2272-Cabrillo-Ave-95050/home/1440675,MLSListings,ML81902522,N,Y,37.3586064,-121.9643523
PAST SALE,December-15-2021,Single Family Residential,643 Hamilton Ln,Santa Clara,CA,95051,1820000,4,2,SANTA CLARA,1127,5261,1953,,1615,,Sold,,,https://www.redfin.com/CA/Santa-Clara/643-Hamilton-Ln-95051/home/1425168,MLSListings,ML81869554,N,Y,37.333596,-121.9810578
PAST SALE,August-22-2022,Single Family Residential,663 Starr Ct,Santa Clara,CA,95051,1570000,3,2,SANTA CLARA,1377,6625,1955,,1140,,Sold,,,https://www.redfin.com/CA/Santa-Clara/663-Starr-Ct-95051/home/740097,MLSListings,ML81899145,N,Y,37.3350726,-121.9732829
PAST SALE,May-9-2023,Single Family Residential,271 Madrone Ave,Santa Clara,CA,95051,2625000,4,2,SANTA CLARA,1687,7829,1963,,1556,,Sold,,,https://www.redfin.com/CA/Santa-Clara/271-Madrone-Ave-95051/home/944610,MLSListings,ML81924372,N,Y,37.3279876,-121.9777258
PAST SALE,February-27-2023,Single Family Residential,3250 Warburton Ave,Santa Clara,CA,95051,1920000,3,2,SANTA CLARA,1770,5250,1954,,1085,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3250-Warburton-Ave-95051/home/675228,MLSListings,ML81917663,N,Y,37.3540351,-121.9858334
PAST SALE,August-25-2023,Single Family Residential,2175 San Antonio Pl,Santa Clara,CA,95051,1720000,3,2,SANTA CLARA,1078,5264,1955,,1596,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2175-San-Antonio-Pl-95051/home/980795,MLSListings,ML81928504,N,Y,37.3609172,-121.9833679
PAST SALE,April-20-2022,Single Family Residential,1843 Clifford St,Santa Clara,CA,95050,1700000,3,2.5,SANTA CLARA,1417,5249,1946,,1200,,Sold,,,https://www.redfin.com/CA/Santa-Clara/1843-Clifford-St-95050/unit-2/home/1118141,MLSListings,ML81882165,N,Y,37.3508629,-121.9575095
PAST SALE,January-13-2022,Single Family Residential,1377 Sandia Ave,Sunnyvale,CA,94089,1380000,3,2,SUNNYVALE,1000,5881,1956,,1380,,Sold,,,https://www.redfin.com/CA/Sunnyvale/1377-Sandia-Ave-94089/home/1689970,MLSListings,ML81871641,N,Y,37.3901237,-121.9872328
PAST SALE,July-17-2023,Single Family Residential,3299 Loma Alta Dr,Santa Clara,CA,95051,2158000,3,2,SANTA CLARA,1525,8479,1963,,1415,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3299-Loma-Alta-Dr-95051/home/1330304,MLSListings,ML81931850,N,Y,37.3434249,-121.986211
PAST SALE,November-16-2021,Single Family Residential,2672 Tuliptree Ln,Santa Clara,CA,95051,2600000,4,2,SANTA CLARA,2775,8913,1971,,937,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2672-Tuliptree-Ln-95051/home/741775,MLSListings,ML81865638,N,Y,37.3302095,-121.970906
PAST SALE,October-14-2022,Single Family Residential,291 Calvert Dr,Santa Clara,CA,95051,2240000,4,3,SANTA CLARA,1824,6818,1959,,1228,,Sold,,,https://www.redfin.com/CA/Santa-Clara/291-Calvert-Dr-95051/home/754768,MLSListings,ML81893569,N,Y,37.3290246,-121.9947401
PAST SALE,March-2-2022,Single Family Residential,3149 Barkley Ave,Santa Clara,CA,95051,2280000,3,2,SANTA CLARA,1510,8900,1957,,1510,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3149-Barkley-Ave-95051/home/1660422,MLSListings,ML81875997,N,Y,37.3559312,-121.98359
PAST SALE,January-14-2022,Single Family Residential,2245 Sherwin Ave,Santa Clara,CA,95050,1740000,3,1,SANTA CLARA,1052,7225,1950,,1654,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2245-Sherwin-Ave-95050/home/1381683,MLSListings,ML81872182,N,Y,37.3421885,-121.9626194
PAST SALE,February-18-2022,Single Family Residential,4673 Mangrum Dr,Santa Clara,CA,95054,1600000,3,2,SANTA CLARA,1095,6413,1960,,1461,,Sold,,,https://www.redfin.com/CA/Santa-Clara/4673-Mangrum-Dr-95054/home/808430,MLSListings,ML81876552,N,Y,37.4015453,-121.9585315
PAST SALE,October-8-2021,Single Family Residential,3298 Victoria Ave,Santa Clara,CA,95051,1820000,3,2,SANTA CLARA,1348,6035,1954,,1350,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3298-Victoria-Ave-95051/home/1310938,MLSListings,ML81860977,N,Y,37.3571091,-121.9861
PAST SALE,November-17-2021,Single Family Residential,2327 Stanford Pl,Santa Clara,CA,95051,1720000,4,3,SANTA CLARA,2087,7150,1957,,824,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2327-Stanford-Pl-95051/home/856991,MLSListings,ML81852265,N,Y,37.3645353,-121.9878103
PAST SALE,February-10-2022,Single Family Residential,1660 Graham Ln,Santa Clara,CA,95050,2600000,4,3.5,SANTA CLARA,2602,7378,1950,,999,,Sold,,,https://www.redfin.com/CA/Santa-Clara/1660-Graham-Ln-95050/home/1602578,MLSListings,ML81863106,N,Y,37.3540387,-121.9681735
PAST SALE,May-30-2023,Single Family Residential,2551 Robinson Ave,Santa Clara,CA,95051,1500000,3,2,SANTA CLARA,1283,6292,1954,,1169,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2551-Robinson-Ave-95051/home/1229328,MLSListings,ML81922398,N,Y,37.3538778,-121.971328
PAST SALE,November-12-2021,Single Family Residential,2385 Alberta Ct,Santa Clara,CA,95050,1915000,4,2,SANTA CLARA,2000,9200,1961,,958,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2385-Alberta-Ct-95050/home/1304423,MLSListings,ML81865442,N,Y,37.3604544,-121.967196
PAST SALE,June-6-2023,Single Family Residential,3551 Butcher Dr,Santa Clara,CA,95051,1625000,3,2,SANTA CLARA,1166,5315,1954,,1394,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3551-Butcher-Dr-95051/home/1177250,MLSListings,ML81926787,N,Y,37.3430896,-121.9938073
PAST SALE,October-17-2022,Single Family Residential,3524 Elmhurst Ave,Santa Clara,CA,95051,1820000,3,2,SANTA CLARA,1292,6600,1957,,1409,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3524-Elmhurst-Ave-95051/home/1645692,MLSListings,ML81906542,N,Y,37.3262409,-121.9930077
PAST SALE,March-28-2022,Single Family Residential,3490 Notre Dame Dr,Santa Clara,CA,95051,1918000,4,2,SANTA CLARA,1520,6000,1957,,1262,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3490-Notre-Dame-Dr-95051/home/1463251,MLSListings,ML81879429,N,Y,37.3645411,-121.9932742
PAST SALE,February-11-2022,Single Family Residential,2059 Monroe St,Santa Clara,CA,95050,1370000,4,2,SANTA CLARA,1227,5000,1954,,1117,,Sold,,,https://www.redfin.com/CA/Santa-Clara/2059-Monroe-St-95050/home/1509635,MLSListings,ML81868451,N,Y,37.3590336,-121.9538213
PAST SALE,January-24-2022,Single Family Residential,3534 Shafer Dr,Santa Clara,CA,95051,2250000,5,3,SANTA CLARA,2303,5000,1954,,977,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3534-Shafer-Dr-95051/home/732971,MLSListings,ML81873235,N,Y,37.3441006,-121.9933186
PAST SALE,,Single Family Residential,481 Magnolia Ln,Santa Clara,CA,95051,2440000,4,3,,1749,8196,1960,,1395,,,,,https://www.redfin.com/CA/Santa-Clara/481-Magnolia-Ln-95051/home/1695442,,,N,Y,37.3314923,-121.9751934
PAST SALE,February-23-2022,Single Family Residential,358 Dawson Dr,Santa Clara,CA,95051,2930000,3,2,SANTA CLARA,1508,6810,1958,,1943,,Sold,,,https://www.redfin.com/CA/Santa-Clara/358-Dawson-Dr-95051/home/1140133,MLSListings,ML81874991,N,Y,37.3292751,-122.0037571
PAST SALE,November-5-2021,Single Family Residential,3887 Shasta Dr,Santa Clara,CA,95051,2370000,3,2,SANTA CLARA,1508,6392,1959,,1572,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3887-Shasta-Dr-95051/home/762466,MLSListings,ML81864655,N,Y,37.3332309,-122.0037793
PAST SALE,June-7-2022,Single Family Residential,333 Kellogg Way,Santa Clara,CA,95051,2218000,3,2,SANTA CLARA,1688,5127,1955,,1314,,Sold,,,https://www.redfin.com/CA/Santa-Clara/333-Kellogg-Way-95051/home/741894,MLSListings,ML81888858,N,Y,37.3284302,-121.9833679
PAST SALE,September-22-2021,Single Family Residential,3175 Temple Ct,Santa Clara,CA,95051,2030000,4,2,SANTA CLARA,1760,6472,1963,,1153,,Sold,,,https://www.redfin.com/CA/Santa-Clara/3175-Temple-Ct-95051/home/1312464,MLSListings,ML81859186,N,Y,37.3321621,-121.9859445
PAST SALE,May-26-2022,Single Family Residential,351 Spar Ave,San Jose,CA,95117,2250000,4,3.5,SAN JOSE,2036,9375,1954,,1105,,Sold,,,https://www.redfin.com/CA/San-Jose/351-Spar-Ave-95117/home/750286,MLSListings,ML81891282,N,Y,37.3217067,-121.9517105
PAST SALE,April-12-2022,Single Family Residential,2488 Walnut Grove Ave,San Jose,CA,95128,1600000,3,2,SAN JOSE,1040,5554,1950,,1538,,Sold,,,https://www.redfin.com/CA/San-Jose/2488-Walnut-Grove-Ave-95128/home/718597,MLSListings,ML81881635,N,Y,37.333241,-121.9497774
PAST SALE,November-19-2021,Single Family Residential,1742 Laine Ave,Santa Clara,CA,95051,1508000,3,1.5,SANTA CLARA,1086,5475,1952,,1389,,Sold,,,https://www.redfin.com/CA/Santa-Clara/1742-Laine-Ave-95051/home/1346929,MLSListings,ML81867660,N,Y,37.3544745,-121.9695953
PAST SALE,August-31-2023,Single Family Residential,2182 Esperanca Ave,Santa Clara,CA,95054,1600000,3,2.5,SANTA CLARA,1589,2383,2000,,1007,90,Sold,,,https://www.redfin.com/CA/Santa-Clara/2182-Esperanca-Ave-95054/home/1035288,MLSListings,ML81937249,N,Y,37.3979753,-121.9630206
PAST SALE,March-30-2023,Single Family Residential,4372 Laird Cir,Santa Clara,CA,95054,1689000,3,3.5,SANTA CLARA,1657,2412,2005,,1019,145,Sold,,,https://www.redfin.com/CA/Santa-Clara/4372-Laird-Cir-95054/home/1051595,MLSListings,ML81919469,N,Y,37.4005015,-121.9481284
PAST SALE,March-15-2023,Single Family Residential,1679 Faraday Ct,San Jose,CA,95124,1700000,4,2,SAN JOSE,1513,11169,1960,,1124,,Sold,,,https://www.redfin.com/CA/San-Jose/1679-Faraday-Ct-95124/home/974396,MLSListings,ML81921605,N,Y,37.2561624,-121.9077782
PAST SALE,February-28-2022,Single Family Residential,1850 Charmeran Ave,San Jose,CA,95124,1800000,3,2,SAN JOSE,1126,5995,1959,,1599,,Sold,,,https://www.redfin.com/CA/San-Jose/1850-Charmeran-Ave-95124/home/785624,MLSListings,ML81876198,N,Y,37.25813,-121.9207075
PAST SALE,January-31-2022,Single Family Residential,2164 Tampa Way,San Jose,CA,95122,990000,3,2,SAN JOSE,1094,5959,1968,,905,,Sold,,,https://www.redfin.com/CA/San-Jose/2164-Tampa-Way-95122/home/1743462,MLSListings,ML81874703,N,Y,37.3258217,-121.8301726
PAST SALE,April-29-2022,Single Family Residential,761 Sherman Oaks Dr,San Jose,CA,95128,1600000,3,1.5,SAN JOSE,1389,5620,1952,,1152,,Sold,,,https://www.redfin.com/CA/San-Jose/761-Sherman-Oaks-Dr-95128/home/1416280,MLSListings,ML81884759,N,Y,37.313053,-121.9274225
PAST SALE,,Single Family Residential,18444 Purdue Dr,Saratoga,CA,95070,2825000,5,3,,2560,16556,1957,,1104,,,,,https://www.redfin.com/CA/Saratoga/18444-Purdue-Dr-95070/home/1314476,,,N,Y,37.2791807,-121.9938073
PAST SALE,November-18-2021,Single Family Residential,3055 Rollingwood Ct,San Jose,CA,95148,1800000,5,2.5,SAN JOSE,2072,7923,1981,,869,,Sold,,,https://www.redfin.com/CA/San-Jose/3055-Rollingwood-Ct-95148/home/1435863,MLSListings,ML81867438,N,Y,37.3279362,-121.7729034
PAST SALE,July-28-2023,Single Family Residential,3443 Ambum Ave,San Jose,CA,95148,1770000,3,2,SAN JOSE,1532,12400,1983,,1155,,Sold,,,https://www.redfin.com/CA/San-Jose/3443-Ambum-Ave-95148/home/1101589,MLSListings,ML81934078,N,Y,37.3314348,-121.7810261
PAST SALE,February-28-2022,Single Family Residential,718 N Redwood Ave,San Jose,CA,95128,2800000,5,3,SAN JOSE,2500,6777,2019,,1120,,Sold,,,https://www.redfin.com/CA/San-Jose/718-N-Redwood-Ave-95128/home/1672679,MLSListings,ML81875768,N,Y,37.3288548,-121.9459334
PAST SALE,September-21-2022,Single Family Residential,1072 Corvette Dr,San Jose,CA,95129,2420000,4,2,SAN JOSE,1273,6648,1958,,1901,,Sold,,,https://www.redfin.com/CA/San-Jose/1072-Corvette-Dr-95129/home/1244149,MLSListings,ML81905726,N,Y,37.3068078,-122.0173934
PAST SALE,January-31-2022,Single Family Residential,3680 Compton Ln,San Jose,CA,95130,2258000,4,2,SAN JOSE,1502,6576,1959,,1503,,Sold,,,https://www.redfin.com/CA/San-Jose/3680-Compton-Ln-95130/home/757598,MLSListings,ML81875064,N,Y,37.2980065,-121.9662851
PAST SALE,November-10-2022,Single Family Residential,5016 Brook Valley Loop,San Jose,CA,95136,1350000,3,2.5,SAN JOSE,1992,3096,2017,,678,170,Sold,,,https://www.redfin.com/CA/San-Jose/5016-Brook-Valley-Loop-95136/home/160965111,MLSListings,ML81910278,N,Y,37.263022,-121.8188724
PAST SALE,March-1-2022,Single Family Residential,4163 Piper Dr,San Jose,CA,95117,2900000,4,3.5,SAN JOSE,3060,10212,2022,,948,,Sold,,,https://www.redfin.com/CA/San-Jose/4163-Piper-Dr-95117/home/1437750,MLSListings,ML81874919,N,Y,37.3055828,-121.9770149
PAST SALE,August-1-2023,Single Family Residential,482 Cheyenne Ln,San Jose,CA,95123,1200000,4,2,SAN JOSE,1345,6214,1965,,892,,Sold,,,https://www.redfin.com/CA/San-Jose/482-Cheyenne-Ln-95123/home/1031362,MLSListings,ML81934066,N,Y,37.2453404,-121.8323051
PAST SALE,February-18-2022,Single Family Residential,1471 Maxine Ave,San Jose,CA,95125,1800000,3,3,SAN JOSE,1451,6118,1951,,1241,,Sold,,,https://www.redfin.com/CA/San-Jose/1471-Maxine-Ave-95125/home/847579,MLSListings,ML81875090,N,Y,37.2839619,-121.8973273
PAST SALE,May-31-2023,Single Family Residential,3227 Heritage Estates Dr,San Jose,CA,95148,1725000,4,2.5,SAN JOSE,2195,5986,1987,,786,,Sold,,,https://www.redfin.com/CA/San-Jose/3227-Heritage-Estates-Dr-95148/home/1169810,MLSListings,ML81927655,N,Y,37.3188389,-121.780588
PAST SALE,February-10-2023,Single Family Residential,12645 Mount Hamilton Rd,San Jose,CA,95140,2300000,4,4.5,San Jose,3993,877298,1987,,576,,Sold,,,https://www.redfin.com/CA/San-Jose/12645-Mount-Hamilton-Rd-95140/home/1304676,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41018262,N,Y,37.37496324,-121.7923007
PAST SALE,August-25-2023,Single Family Residential,1464 Japaul Ln,San Jose,CA,95132,1350000,3,2,SAN JOSE,1277,6215,1969,,1057,,Sold,,,https://www.redfin.com/CA/San-Jose/1464-Japaul-Ln-95132/home/1091658,MLSListings,ML81934375,N,Y,37.4055104,-121.854593
PAST SALE,October-15-2021,Single Family Residential,236 Monte Vista Dr,San Jose,CA,95125,1275000,3,2.5,SAN JOSE,2438,2204,2004,,523,202,Sold,,,https://www.redfin.com/CA/San-Jose/236-Monte-Vista-Dr-95125/home/167457521,MLSListings,ML81862645,N,Y,37.2959618,-121.8663345
